ID,Sender_IP,Sender_Port,Target_IP,Target_Port,Transport_Protocol,Duration,AvgDuration,PBS,AvgPBS,TBS,PBR,AvgPBR,TBR,Missed_Bytes,Packets_Sent,Packets_Received,SRPR,class
10.42.0.211-112.73.28.70-40569-80-6,192.168.1.101,4403,208.184.176.105,80,1,103.27,103.27,347,347,1515,54511,54511,56159,0,29,41,1.413793103,1
10.42.0.42-106.11.129.143-57479-443-6,192.168.2.108,3734,209.85.24.58,80,1,16.4,17.20357143,110,43.47619048,3638,215995,56505.19048,222043,0,88,151,1.715909091,1
10.42.0.42-119.146.74.32-33685-443-6,147.32.84.160,15103,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.151-52.71.132.109-50012-443-6,147.32.84.180,4272,205.188.190.2,25,1,2.9,2.381908397,0,0,192,0,0,0,0,4,0,0,1
180.149.138.210-10.42.0.211-80-49100-6,192.168.1.102,2962,192.168.5.122,53,2,1.56,4.789879808,208,306.6586538,376,2704,10493.98798,3040,0,6,12,2,0
180.149.153.234-10.42.0.211-80-35993-6,172.16.2.11,32245,86.107.4.236,19417,2,22.58,26.68,75,87.5,159,4,41.1,60,0,3,2,0.666666667,0
172.217.3.97-10.42.0.151-443-32982-6,147.32.84.130,4010,147.32.85.167,135,1,0,0,0,0,96,0,0,0,0,2,0,0,1
172.217.12.174-10.42.0.151-443-35272-6,158.65.110.24,47420,158.65.12.103,53,2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
10.42.0.211-68.67.178.170-60090-443-6,172.16.2.113,4479,203.69.42.35,80,1,4.47,4.03748503,82,76.5988024,340,5824,3832.91018,96,5906,7,2,0.285714286,0
10.42.0.151-64.71.142.124-40000-80-6,91.200.104.148,16338,172.16.2.11,32245,2,22.24,21.18,77,75.5,189,56,68.16666667,196,0,4,5,1.25,0
180.163.255.159-10.42.0.211-443-45911-6,192.168.2.109,4183,203.73.24.75,80,1,0.48,1.355411481,126,92.436188,374,2696,9696.138956,2944,0,6,6,1,0
10.42.0.151-10.42.0.1-25058-53-17,192.168.5.122,14442,198.164.30.2,53,2,0.01,0.218568665,43,48.01844964,71,404,234.3900461,432,0,1,1,1,1
202.77.129.230-10.42.0.211-80-51033-6,147.32.84.180,2500,72.20.15.61,80,1,3,2.781725516,0,10.25183211,96,0,3.656229181,0,0,2,0,0,1
10.42.0.151-69.147.82.61-34570-443-6,172.16.2.11,17653,10.0.0.254,53,2,0.06,0.725262759,36,86.91753748,64,362,189.2577616,390,0,1,1,1,0
10.42.0.211-87.240.165.80-59587-80-6,192.168.4.119,4711,74.54.219.242,80,1,4.27,7.325,0,119.75,80,0,18575.375,0,0,2,0,0,0
10.42.0.151-10.42.0.1-49800-53-17,172.16.0.11,22252,59.92.77.84,33373,2,14.79,14.79,50,50,106,0,0,0,0,2,0,0,0
10.42.0.151-123.125.115.164-50358-443-6,158.65.110.24,56992,64.12.138.161,25,1,3,3.001323529,0,0,120,0,0,0,0,2,0,0,1
172.217.10.8-10.42.0.211-443-60598-6,147.32.84.180,2079,195.54.209.178,53,2,0.06,0.855,56,44.5,112,142,107.75,170,0,2,1,0.5,1
224.0.0.251-10.42.0.1-5353-5353-17,192.168.2.107,58040,198.1.37.176,15557,2,2.99,2.99,60,60,116,0,0,0,0,2,0,0,0
10.42.0.151-10.42.0.1-11954-53-17,147.32.84.160,2703,175.100.132.163,6667,1,2.96,1.99,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-31.13.71.52-52891-443-6,192.168.3.117,2030,66.209.70.137,80,1,2.86,13.36264706,191,80.47058824,1639,73821,72097,76349,0,36,63,1.75,1
180.76.174.197-10.42.0.211-80-52217-6,192.168.2.108,2583,203.183.139.162,80,1,1.14,12.82846154,101,197.0961538,181,850,8340.865385,890,0,2,1,0.5,1
10.42.0.151-112.80.248.187-49964-80-6,172.16.0.11,22252,218.167.9.30,3986,2,28.51,17.51875,75,71.875,159,2,21,30,0,3,1,0.333333333,0
172.217.9.238-10.42.0.151-80-41104-6,158.65.110.24,45595,152.1.2.172,80,1,0.06,0.06,0,0,216,0,0,112,0,4,2,0.5,1
10.42.0.151-10.42.0.1-43025-53-17,158.65.110.24,37529,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
10.42.0.211-66.198.178.88-42312-443-6,147.32.84.160,2598,147.32.80.9,53,2,0.28,0.839704755,64,106.0653595,120,142,392.7018256,170,0,2,1,0.5,1
10.42.0.1-10.42.0.42-53-61512-17,147.32.84.180,2878,117.204.64.132,6667,1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
10.42.0.211-98.139.199.204-54045-443-6,192.168.5.122,12445,198.164.30.2,53,2,0.03,0.218568665,42,48.01844964,70,476,234.3900461,504,0,1,1,1,1
10.42.0.211-10.42.0.1-57633-53-17,147.32.84.160,3575,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
182.22.120.234-10.42.0.151-443-58700-6,147.32.84.180,4977,74.125.127.27,25,1,3,1.525492958,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-107.20.235.219-36518-443-6,172.16.0.11,13017,212.95.7.75,53,2,0.26,0.2640539,32,35.32282745,60,251,243.6849378,279,0,1,1,1,0
172.217.10.237-10.42.0.151-443-56218-6,192.168.5.122,28316,198.164.30.2,53,2,0.22,0.218568665,51,48.01844964,79,103,234.3900461,131,0,1,1,1,1
172.217.12.195-10.42.0.151-443-50845-6,147.32.84.160,3952,119.154.24.194,6667,1,2.94,1.49,0,0,192,0,0,0,0,4,0,0,1
175.100.207.232-10.42.0.151-80-46503-6,192.168.1.103,4273,174.142.90.115,80,1,0.3,0.22,122,79.375,650,22053,12211.625,22821,0,13,19,1.461538462,1
10.42.0.211-113.200.98.174-54229-80-6,158.65.110.24,41379,199.59.148.82,80,1,0.81,0.34587741,156,149.5575877,424,1286,1254.047949,1554,1442,5,5,1,1
222.73.28.96-10.42.0.42-80-47431-6,147.32.84.180,2293,174.37.196.55,80,1,2.87,2.685888689,0,14.15918612,96,0,0,0,0,2,0,0,1
182.22.31.124-10.42.0.151-443-33448-6,192.168.1.103,3028,203.73.24.75,80,1,1.55,1.710609137,118,103.035533,366,4020,5563.101523,4268,0,6,6,1,1
219.142.78.217-10.42.0.211-80-49581-6,172.16.2.113,2188,209.85.135.104,80,1,0.05,0.35,0,160.2670807,92,0,1751.801242,44,0,2,1,0.5,0
10.42.0.211-104.192.110.245-59774-80-6,158.65.110.24,39742,64.12.138.161,25,1,3,3.001323529,0,0,120,0,0,0,0,2,0,0,1
10.42.0.151-104.193.88.109-50000-80-6,192.168.4.120,2141,70.42.185.10,80,1,2.84,1.76875,88,41.25,1296,71427,50360.875,73671,0,30,56,1.866666667,1
10.42.0.211-10.42.0.1-40394-53-17,192.168.3.117,2471,192.168.5.122,80,1,0,5.615984,0,5540.112,40,0,6727.8592,80,0,1,2,2,0
10.42.0.211-123.125.29.220-52018-80-6,147.32.84.130,1067,192.168.1.226,135,1,0,0,0,0,96,0,0,0,0,2,0,0,1
10.42.0.151-10.42.0.1-41149-53-17,147.32.84.160,7560,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.1-10.42.0.42-53-50784-17,172.16.2.113,1135,209.85.135.147,80,1,0.12,0.293835616,165,159.8767123,172,418,2231.136986,124,583,4,3,0.75,0
10.42.0.151-10.42.0.1-32555-53-17,147.32.84.180,2911,74.125.47.106,443,1,1.03,1.055,913,946.5,1281,2614,4058,2942,0,9,8,0.888888889,1
10.42.0.211-23.21.51.186-45021-443-6,192.168.2.111,1795,76.74.250.140,80,1,23.37,12.47188312,2370,394.3636364,3410,17868,66967.1039,18868,0,26,25,0.961538462,0
182.22.24.252-10.42.0.211-443-52473-6,74.78.112.46,18846,158.65.110.24,80,1,0.24,7.843730044,622,7467.654572,914,1533,15913.03048,1785,622,7,6,0.857142857,1
10.42.0.211-10.42.0.1-47551-53-17,147.32.84.130,3748,147.32.85.229,135,1,0,0,0,0,96,0,0,0,0,2,0,0,1
10.42.0.151-10.42.0.1-20298-53-17,158.65.110.24,48800,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
10.42.0.151-10.42.0.1-8707-53-17,192.168.5.122,51271,198.164.30.2,53,2,0.02,0.218568665,41,48.01844964,69,97,234.3900461,125,0,1,1,1,1
4.53.160.75-10.42.0.42-123-59075-17,192.168.4.118,3868,125.6.164.51,80,1,0.43,0.522226415,46,52.8,334,4158,1564.203774,4446,0,7,7,1,1
172.217.10.78-10.42.0.151-443-37173-6,172.16.0.11,8019,212.95.7.75,53,2,0.1,0.2640539,29,35.32282745,57,373,243.6849378,401,0,1,1,1,0
172.217.10.106-10.42.0.151-443-50668-6,147.32.84.180,2741,72.20.15.61,80,1,3.05,2.781725516,0,10.25183211,96,0,3.656229181,0,0,2,0,0,1
182.22.25.252-10.42.0.211-443-38342-6,147.32.84.150,2007,65.54.188.126,25,1,3,1.779454545,0,0,192,0,0,0,0,4,0,0,1
173.194.175.139-10.42.0.42-443-39844-6,178.95.241.121,44469,192.168.2.107,58040,2,33.94,38.58675676,59508,68950.62162,67376,2483,2857,5619,0,281,112,0.398576512,0
10.42.0.211-54.210.118.128-52863-443-6,172.16.0.11,6823,212.95.7.75,53,2,0.11,0.2640539,33,35.32282745,61,126,243.6849378,154,0,1,1,1,0
172.217.6.206-10.42.0.151-443-43552-6,147.32.84.130,4186,147.32.86.33,135,1,0,1.512423208,1170,1025.324232,2916,268,485.3242321,516,0,14,6,0.428571429,1
10.42.0.211-113.108.216.233-44532-80-6,147.32.84.160,4225,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.211-66.231.239.124-55346-80-6,192.168.5.122,30097,198.164.30.2,53,2,0.03,0.218568665,42,48.01844964,70,296,234.3900461,324,0,1,1,1,1
172.217.3.35-10.42.0.211-443-53736-6,172.16.2.113,4332,203.69.42.35,80,1,3.97,4.03748503,82,76.5988024,260,4380,3832.91018,88,4462,6,2,0.333333333,0
180.149.136.194-10.42.0.151-80-54067-6,192.168.4.121,53459,97.74.104.49,80,1,1.85,18.38529412,383,371.1764706,595,1223,1580,1355,0,5,3,0.6,1
198.11.188.80-10.42.0.211-443-39431-6,81.247.206.109,32344,172.16.2.11,32245,2,33.15,24.89571429,129,100.7142857,325,710,367.5714286,934,0,7,8,1.142857143,0
10.42.0.211-23.23.129.231-60469-443-6,147.32.84.180,2183,205.188.103.1,25,1,2.94,1.628115942,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-123.59.190.251-44976-80-6,192.168.5.122,21401,198.164.30.2,53,2,0.08,0.218568665,47,48.01844964,75,142,234.3900461,170,0,1,1,1,0
182.22.67.86-10.42.0.42-443-56393-6,158.65.110.24,39156,199.59.148.82,80,1,0.34,0.34587741,160,149.5575877,428,1285,1254.047949,1553,1445,5,5,1,1
182.22.31.252-10.42.0.151-443-50781-6,147.32.84.180,2377,209.85.143.27,25,1,0,1.592832817,0,0,96,0,0,0,0,2,0,0,1
216.58.219.202-10.42.0.151-443-42017-6,192.168.5.122,3224,221.143.48.155,53,2,0.25,0.255,46,46,74,84,84,112,0,1,1,1,1
192.229.173.173-10.42.0.42-80-58935-6,192.168.3.116,3835,207.200.74.89,80,1,1.53,22.53026316,183,173.2105263,1551,79426,24179.31579,81790,0,34,59,1.735294118,0
10.42.0.211-10.42.0.1-7404-53-17,192.168.3.117,2921,64.15.203.19,80,1,6.17,26.45068966,166,64.82758621,534,12244,10230.82759,12692,0,9,11,1.222222222,0
172.217.3.110-10.42.0.211-443-58560-6,147.32.84.180,4648,205.188.103.1,25,1,3,1.628115942,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-10.42.0.1-24422-53-17,172.16.2.11,32245,75.147.73.17,18332,2,21.58,18.96769231,77,87.30769231,189,31,32.38461538,143,0,4,4,1,0
169.45.219.236-10.42.0.42-443-43380-6,147.32.84.170,1245,209.135.116.228,22,1,3.01,1.505,0,0,192,0,0,0,0,4,0,0,1
172.217.11.33-10.42.0.42-443-41724-6,147.32.84.130,3120,147.32.86.33,135,1,0,1.512423208,1150,1025.324232,2876,268,485.3242321,516,0,14,6,0.428571429,1
172.217.10.42-10.42.0.211-443-33411-6,192.168.4.121,51815,65.54.81.78,80,1,20.05,14.97791667,596,593.9166667,848,167,430.375,339,0,6,4,0.666666667,1
10.42.0.211-10.42.0.1-29026-53-17,192.168.1.101,1423,168.143.162.116,80,1,0.71,1.595555556,0,45,40,0,6659,40,0,1,1,1,0
10.42.0.151-101.226.103.112-46205-80-6,218.144.97.114,33120,172.16.2.11,32245,2,22.32,25.94782609,75,75.17391304,159,6,37.34782609,90,0,3,3,1,0
10.42.0.211-119.146.74.33-58161-443-6,158.65.110.24,38234,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
10.42.0.151-112.80.248.220-47820-443-6,192.168.4.120,1208,210.136.232.249,80,1,0.54,1.66173913,77,87.2173913,285,656,3180.869565,864,0,5,5,1,1
198.105.244.11-10.42.0.42-80-57710-6,158.65.110.24,47609,199.59.150.7,80,1,0.31,0.335693046,155,149.9625899,423,1203,1259.629736,1471,1358,5,5,1,1
10.42.0.211-31.13.80.52-54981-443-6,147.32.84.180,1099,147.32.80.9,53,2,0,9.772956204,34,356.4854015,62,159,927.129562,187,0,1,1,1,1
172.217.6.234-10.42.0.151-443-51144-6,147.32.84.150,2852,64.18.4.11,25,1,0,1.350909091,0,0,96,0,0,0,0,2,0,0,1
151.101.2.109-10.42.0.211-80-36241-6,158.65.110.24,33234,199.59.150.7,80,1,0.26,0.335693046,161,149.9625899,429,1210,1259.629736,1478,1371,5,5,1,1
192.229.173.173-10.42.0.211-80-48503-6,192.168.5.122,53119,198.164.30.2,53,2,0.01,0.218568665,45,48.01844964,73,122,234.3900461,150,0,1,1,1,1
10.42.0.151-58.215.168.151-49336-80-6,172.16.2.11,10454,10.0.0.254,53,2,0.19,0.725262759,30,86.91753748,58,67,189.2577616,95,0,1,1,1,0
10.42.0.151-10.42.0.1-7825-53-17,192.168.5.122,49621,198.164.30.2,53,2,0.59,0.218568665,47,48.01844964,75,385,234.3900461,413,0,1,1,1,1
10.42.0.211-23.208.87.120-52618-80-6,172.16.2.11,7196,10.0.0.254,53,2,0.05,0.725262759,27,86.91753748,55,158,189.2577616,186,0,1,1,1,0
10.42.0.151-10.42.0.1-33766-53-17,147.32.84.160,1349,76.96.39.102,25,1,3,1.491470588,0,0,192,0,0,0,0,4,0,0,1
172.217.10.46-10.42.0.151-443-53357-17,172.16.253.129,2156,82.96.35.4,443,1,4.75,65.72,6002,7742,9082,107128,49660.33333,114236,0,77,136,1.766233766,1
209.85.232.188-10.42.0.151-5228-41660-6,172.16.2.11,10189,10.0.0.254,53,2,0.44,0.725262759,33,86.91753748,61,52,189.2577616,80,0,1,1,1,0
172.217.3.100-10.42.0.42-443-49803-6,192.168.5.122,59153,198.164.30.2,53,2,0.01,0.218568665,61,48.01844964,89,111,234.3900461,139,0,1,1,1,1
202.77.129.185-10.42.0.211-80-34490-6,158.65.110.212,50121,239.255.255.250,1900,2,15,15.34434783,798,808.5434783,0,0,0,0,0,0,0,0,0
10.42.0.211-123.134.184.163-43737-80-6,158.65.110.24,35944,158.65.12.103,53,2,0.02,0.012398725,44,38.84084292,72,104,141.052849,0,0,1,0,0,1
10.42.0.151-10.42.0.1-25322-53-17,192.168.3.114,4679,203.73.24.75,80,1,0.48,1.312883487,125,99.81978206,413,4654,5356.867561,4942,0,7,7,1,0
239.255.255.250-10.42.0.1-1900-53178-17,172.16.2.11,32245,193.219.226.254,27875,2,11.01,11.03,52,51,136,25,12.5,53,0,3,1,0.333333333,0
10.42.0.211-10.42.0.1-49732-53-17,147.32.84.160,3974,116.228.139.242,6667,1,2.9,1.475,0,0,192,0,0,0,0,4,0,0,1
10.42.0.42-23.194.180.131-56242-443-6,192.168.2.110,4752,67.220.214.50,80,1,0.21,0.333934321,60,61.25563426,268,712,7248.823567,920,0,5,5,1,0
10.42.0.211-10.42.0.1-1264-53-17,192.168.5.122,32281,198.164.30.2,53,2,0.01,0.218568665,38,48.01844964,66,133,234.3900461,161,0,1,1,1,1
203.130.53.126-10.42.0.211-80-52048-6,147.32.84.160,2932,207.115.37.21,25,1,0.02,1.4903125,0,0,96,0,0,0,0,2,0,0,1
10.42.0.1-10.42.0.42-53-53832-17,192.168.5.122,35287,198.164.30.2,53,2,0.01,0.218568665,48,48.01844964,76,172,234.3900461,200,0,1,1,1,1
182.22.24.124-10.42.0.211-443-45727-6,199.21.99.77,32352,158.65.110.24,80,1,0.84,0.947974138,291,276.5603448,1067,16301,13292.37931,17037,291,15,14,0.933333333,1
172.217.11.2-10.42.0.211-443-34472-6,147.32.84.160,10469,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.42-112.80.248.187-56991-80-6,192.168.1.101,2345,174.129.228.1,80,1,0.28,2.615,82,88.6,450,11130,5856.1,11578,0,9,11,1.222222222,0
10.42.0.211-31.13.80.5-37245-443-6,147.32.84.160,1591,74.125.93.27,25,1,3,1.496552288,0,0,192,0,0,0,0,4,0,0,1
172.217.3.110-10.42.0.211-443-55655-6,158.65.110.24,54247,199.59.148.10,80,1,0.22,0.330762916,115,149.8961854,383,1286,1257.438918,1554,1401,5,5,1,1
172.217.3.110-10.42.0.151-443-56652-6,192.168.3.115,2438,212.159.9.110,80,1,0.37,5.907894737,107,111.3026316,187,0,11267.93421,80,0,2,2,1,0
10.42.0.211-121.12.98.62-40979-80-6,92.46.65.77,25812,172.16.2.11,32245,2,29.7,27.47,81,82.18181818,249,81,69.81818182,249,0,6,6,1,0
10.42.0.211-123.125.29.220-52032-80-6,192.168.2.109,2229,203.73.24.80,80,1,15.8,29.91214286,183,229.4285714,871,31644,30046.57143,32692,0,17,26,1.529411765,0
192.229.173.173-10.42.0.42-80-41629-6,192.168.1.101,1237,69.192.28.11,80,1,0.46,0.245,165,82.5,373,1583,791.5,1791,0,5,5,1,0
220.243.235.201-10.42.0.211-80-52211-6,192.168.4.120,2816,174.133.126.130,80,1,50.5,18.91146067,1074,578.7078652,6934,325508,130564.1798,336736,0,143,244,1.706293706,1
10.42.0.211-10.42.0.1-36949-53-17,172.16.2.11,3822,10.0.0.254,53,2,0.37,0.725262759,26,86.91753748,54,94,189.2577616,122,0,1,1,1,0
10.42.0.211-72.30.2.182-35939-443-6,158.65.110.24,44042,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
10.42.0.211-10.42.0.1-62734-53-17,147.32.84.160,3948,147.32.80.9,53,2,0,0.839704755,58,106.0653595,114,271,392.7018256,299,0,2,1,0.5,1
172.217.3.99-10.42.0.151-443-32958-6,172.16.2.12,1857,216.129.113.22,20001,1,70.63,61.07190476,1823,2405.666667,21600,857020,984274.1429,360,0,487,9,0.018480493,0
10.42.0.211-23.203.49.224-36066-443-6,192.168.3.117,3165,208.66.61.28,80,1,0.74,4.9425,0,25.5,80,4604,3213,4764,0,2,4,2,0
10.42.0.211-10.42.0.1-30249-53-17,192.168.3.117,1262,208.111.161.254,80,1,10.78,6.5653125,509,335.1666667,1277,23994,16011.71875,25042,0,19,26,1.368421053,0
10.42.0.211-52.0.93.246-45776-443-6,147.32.84.180,4218,64.12.90.98,25,1,3.01,2.081,0,0,192,0,0,0,0,4,0,0,1
10.42.0.151-123.125.29.220-49021-80-6,192.168.3.114,4513,67.20.126.228,80,1,1.43,1.447,107,92.9,355,2106,3964.3,2354,0,6,6,1,1
8.0.6.4-8.6.0.1-0-0-0,158.65.110.24,48930,158.65.12.103,53,2,0.01,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
10.42.0.211-66.198.24.224-40844-80-6,172.16.2.11,32245,116.112.35.39,30671,2,11.54,23.79125,50,77.5625,106,4,17.875,60,0,2,2,1,0
182.22.67.87-10.42.0.211-443-48361-6,192.168.5.122,3050,198.164.30.2,53,2,0.83,0.218568665,51,48.01844964,79,155,234.3900461,183,0,1,1,1,1
180.149.136.194-10.42.0.211-443-42460-6,147.32.84.160,2547,65.55.174.231,443,1,1.07,1.70125,4061,3315.5,9418,14605,56360,15293,0,32,17,0.53125,1
8.0.6.4-8.6.0.1-0-0-0,192.168.3.114,2926,203.73.24.75,80,1,1.61,1.312883487,93,99.81978206,341,2220,5356.867561,2468,0,6,6,1,1
10.42.0.211-123.125.29.220-55077-80-6,192.168.5.122,15552,198.164.30.2,53,2,0.1,0.218568665,47,48.01844964,75,385,234.3900461,413,0,1,1,1,0
172.217.11.35-10.42.0.211-80-38030-6,172.16.2.11,25811,10.0.0.254,53,2,0.38,0.725262759,38,86.91753748,66,287,189.2577616,315,0,1,1,1,0
10.42.0.42-123.125.29.220-49258-80-6,172.16.2.11,32245,41.224.185.234,26644,2,11.03,11.03,50,50,106,0,0,0,0,2,0,0,0
10.42.0.211-52.84.6.107-50548-443-6,192.168.2.110,3182,192.168.5.122,110,1,0.01,7.035222672,41,204.537112,369,68,7085.446694,792,0,8,16,2,0
10.42.0.211-10.42.0.1-21378-53-17,192.168.2.113,4989,64.90.206.135,80,1,7.51,47.25151515,359,377.5909091,927,15032,9214.590909,15640,0,14,15,1.071428571,1
203.205.158.61-10.42.0.151-80-33022-6,192.168.1.101,2319,67.212.184.66,80,1,43.24,23.97631841,264,151.0331675,1912,75219,35953.04146,77787,0,41,64,1.56097561,0
205.185.216.10-10.42.0.151-80-58322-6,147.32.84.160,2245,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
172.217.12.206-10.42.0.151-443-47992-6,147.32.84.160,2488,210.211.247.235,6667,1,0,1.47,0,0,96,0,0,0,0,2,0,0,1
172.217.10.227-10.42.0.42-443-36358-6,172.16.0.11,3214,212.95.7.75,53,2,0.21,0.2640539,39,35.32282745,67,125,243.6849378,153,0,1,1,1,0
10.42.0.211-10.42.0.1-12948-53-17,192.168.5.122,23728,198.164.30.2,53,2,0.06,0.218568665,48,48.01844964,76,140,234.3900461,168,0,1,1,1,1
10.42.0.211-103.235.46.211-49082-443-6,192.168.1.104,20230,68.178.232.100,80,1,2.94,6.23,69,33.8,318,75,7235,155,0,6,2,0.333333333,1
203.205.191.25-10.42.0.211-80-38755-6,192.168.1.104,16408,208.78.93.102,80,1,100.35,100.35,66,66,394,3778,3778,4066,0,8,7,0.875,1
10.42.0.211-10.42.0.1-10039-53-17,147.32.84.130,4292,192.168.0.2,135,1,0,0,0,0,96,0,0,0,0,2,0,0,1
10.42.0.211-54.239.26.255-38638-443-6,192.168.3.115,2690,208.74.123.44,80,1,100.23,35.97333333,87,58,375,697,464.6666667,825,0,7,3,0.428571429,1
10.42.0.42-59.38.112.48-33385-80-6,147.32.84.130,21969,112.90.86.184,8000,2,46.85,65.02,10992,14024,12672,15280,20454,16036,0,60,27,0.45,1
10.42.0.211-10.42.0.1-58348-53-17,192.168.3.117,1048,142.166.14.78,80,1,11,30.07254545,172,186.4727273,786,24340,47842.49091,25072,0,13,18,1.384615385,0
172.217.8.3-10.42.0.151-80-49908-6,192.168.4.118,1774,125.6.164.41,80,1,1.58,1.484672269,36,35.89915966,924,45497,44142.81681,46945,0,22,36,1.636363636,1
172.217.6.227-10.42.0.151-443-33921-6,147.32.84.160,5177,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.211-77.234.44.201-55248-80-6,158.65.110.24,37385,199.59.150.39,80,1,0.22,0.358676043,155,149.6818623,423,1291,1259.152764,1559,1446,5,5,1,1
162.208.22.39-10.42.0.211-443-58909-6,192.168.3.117,2490,208.66.205.221,80,1,0.84,10.64925,78,128.0125,286,4009,21334.475,4177,0,5,4,0.8,0
10.42.0.42-104.193.88.109-42359-80-6,192.168.5.122,62479,198.164.30.2,53,2,0.9,0.218568665,50,48.01844964,78,277,234.3900461,305,0,1,1,1,1
10.42.0.151-98.139.199.205-50099-443-6,158.65.110.24,34515,158.65.12.103,53,2,0,0.012398725,30,38.84084292,58,117,141.052849,0,0,1,0,0,1
10.42.0.1-10.42.0.42-53-23809-17,147.32.84.180,4691,212.117.174.7,4506,1,0,1.552970743,0,0,96,0,0,0,0,2,0,0,1
10.42.0.151-121.12.98.62-47641-80-6,178.77.71.27,1809,147.32.84.170,3389,1,11.28,11.88387179,1351,1344.276068,2759,20151,20046.64188,43438,0,35,78,2.228571429,1
172.217.12.129-10.42.0.42-443-35035-6,192.168.1.104,16409,85.17.154.19,80,1,6.61,26.30636364,4058,1093.181818,7706,96805,108567.6364,101453,0,91,116,1.274725275,0
10.42.0.211-23.194.180.131-57741-443-6,192.168.1.103,3122,72.32.231.8,80,1,37.07,11.6275,152,105.5,720,21589,5758.25,22397,0,14,20,1.428571429,1
172.217.9.238-10.42.0.151-443-46305-6,172.16.2.11,32245,222.252.152.20,8356,2,10.58,10.835,50,50,106,0,0,0,0,2,0,0,0
10.42.0.211-103.235.46.212-57627-443-6,172.16.0.11,8078,65.54.244.136,25,1,0.1,0.102272727,1141,1090.181818,1589,188,188,716,0,11,13,1.181818182,0
182.254.5.234-10.42.0.42-80-52709-6,192.168.1.105,18265,122.215.192.22,80,1,0.99,1.608333333,94,76.86666667,462,11133,12885.26667,11621,0,9,12,1.333333333,0
10.42.0.151-10.42.0.1-17324-53-17,158.65.110.24,42976,149.20.4.71,80,1,0.16,0.161764706,0,0,216,0,0,112,0,4,2,0.5,1
216.58.219.238-10.42.0.151-443-42138-6,172.16.0.11,12316,64.12.138.120,25,1,0.09,0.096666667,1168,1106,1616,188,188,716,0,11,13,1.181818182,0
10.42.0.211-10.42.0.1-21705-53-17,147.32.84.160,1799,147.32.80.9,53,2,0,0.839704755,54,106.0653595,110,511,392.7018256,539,0,2,1,0.5,1
10.42.0.151-10.42.0.1-7548-53-17,147.32.84.160,4685,216.77.188.73,25,1,0,1.492894737,0,0,96,0,0,0,0,2,0,0,1
172.217.6.227-10.42.0.151-443-42590-6,192.168.2.110,3684,69.192.30.82,80,1,0.18,0.375,0,67,80,0,1533.5,40,0,2,1,0.5,1
216.58.217.131-10.42.0.42-443-42945-6,192.168.3.115,2706,72.32.84.3,80,1,1.83,1.527990074,79,69.34243176,2839,179429,128476.0174,184797,0,69,134,1.942028986,0
10.42.0.42-52.84.29.55-46491-443-6,172.16.0.11,4635,212.95.7.75,53,2,0.14,0.2640539,37,35.32282745,65,291,243.6849378,319,0,1,1,1,0
10.42.0.1-10.42.0.42-53-45854-17,172.16.2.11,32245,84.215.122.71,19782,2,33.08,23.03166667,100,83.33333333,212,8,66.58333333,120,0,4,4,1,0
10.42.0.211-10.42.0.1-41507-53-17,158.65.110.24,33728,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
183.79.248.252-10.42.0.42-443-47732-6,147.32.84.180,2268,205.188.146.193,25,1,0,2.021923077,0,0,96,0,0,0,0,2,0,0,1
10.42.0.211-10.42.0.1-3715-53-17,172.16.2.11,32245,89.204.0.197,3673,2,33.66,25.48125,104,77.75,272,58,38.375,226,0,6,6,1,0
10.42.0.211-66.231.239.120-51668-443-6,192.168.2.110,3047,12.129.19.135,80,1,0.88,37.82345277,0,1359.527687,120,0,40195.32248,120,0,3,3,1,1
162.208.22.39-10.42.0.211-443-51809-6,192.168.1.102,3119,66.235.126.81,80,1,0.38,1.794090909,67,75.95454545,835,42941,25678.34091,44265,0,19,33,1.736842105,0
